data_source,location_name,lat,lon,assigned_node_id
SafeGraph_POI,Wave Transit Wellington EB at Glen Villa Apts,34.196797,-77.928011,172493155.0
SafeGraph_POI,Wave Transit Wellington EB at Glen Villa Apts,34.196797,-77.928011,172547891.0
SafeGraph_POI,Fayetteville Area System of Transit 5820 Morganton Rd,35.077332,-78.98367,6460927654.0
SafeGraph_POI,Fayetteville Area System of Transit 5820 Morganton Rd,35.077332,-78.98367,6460927652.0
SafeGraph_POI,Fayetteville Area System of Transit Massey Hill Hardware,35.032535,-78.892949,170383130.0
SafeGraph_POI,Fayetteville Area System of Transit Massey Hill Hardware,35.032535,-78.892949,170334171.0
SafeGraph_POI,B T Washington Primary,34.500748,-78.667381,169369337.0
SafeGraph_POI,B T Washington Primary,34.500748,-78.667381,169412646.0
SafeGraph_POI,Izurieta Henry Dr Phys,35.035206,-78.933886,170434575.0
SafeGraph_POI,Izurieta Henry Dr Phys,35.035206,-78.933886,170288142.0
SafeGraph_POI,Fayetteville Headache TMJ and Dental Sleep Center,35.032422,-78.928813,170474715.0
SafeGraph_POI,Fayetteville Headache TMJ and Dental Sleep Center,35.032422,-78.928813,170314890.0
SafeGraph_POI,Regional Rehabilitation Associates,34.93109,-78.887214,170323233.0
SafeGraph_POI,Regional Rehabilitation Associates,34.93109,-78.887214,170366192.0
SafeGraph_POI,A Way To Go Transportation Service,34.832428,-79.100087,173143754.0
SafeGraph_POI,A Way To Go Transportation Service,34.832428,-79.100087,173106208.0
SafeGraph_POI,Strategic Behavioral Center Leland,34.261062,-78.063539,2613893439.0
SafeGraph_POI,Strategic Behavioral Center Leland,34.261062,-78.063539,2613893497.0
SafeGraph_POI,AutoZone,34.979555,-79.237008,171590151.0
SafeGraph_POI,AutoZone,34.979555,-79.237008,171590147.0
SafeGraph_POI,Sunoco,35.008653,-78.825437,9407338543.0
SafeGraph_POI,Sunoco,35.008653,-78.825437,9407338519.0
SafeGraph_POI,Sandra L Miles DDS,34.237259,-77.92914,172553950.0
SafeGraph_POI,Sandra L Miles DDS,34.237259,-77.92914,172477120.0
SafeGraph_POI,Walters & Smith Family Dentistry,34.651672,-79.002066,173088548.0
SafeGraph_POI,Walters & Smith Family Dentistry,34.651672,-79.002066,173087873.0
SafeGraph_POI,Save-A-Lot,35.463674,-79.152642,7865203697.0
SafeGraph_POI,Save-A-Lot,35.463674,-79.152642,171936055.0
SafeGraph_POI,Boeker Tom MD,34.241214,-77.896428,172475463.0
SafeGraph_POI,Boeker Tom MD,34.241214,-77.896428,172477198.0
SafeGraph_POI,The Levi Learning Center,35.006128,-79.183365,171593034.0
SafeGraph_POI,The Levi Learning Center,35.006128,-79.183365,171572359.0
SafeGraph_POI,Inergy market,33.909029,-78.081384,169526109.0
SafeGraph_POI,Inergy market,33.909029,-78.081384,169518876.0
SafeGraph_POI,Andracchi Susan MD,34.197609,-77.92025,172563238.0
SafeGraph_POI,Andracchi Susan MD,34.197609,-77.92025,172516267.0
SafeGraph_POI,Han-Dee Hugo's,34.211021,-77.945887,172540565.0
SafeGraph_POI,Han-Dee Hugo's,34.211021,-77.945887,172540570.0
SafeGraph_POI,Tor Ljung MD FACS,34.236277,-77.834077,7599029633.0
SafeGraph_POI,Tor Ljung MD FACS,34.236277,-77.834077,172587170.0
SafeGraph_POI,Boys & Girls Clubs of America,35.171184,-79.40448,172276232.0
SafeGraph_POI,Boys & Girls Clubs of America,35.171184,-79.40448,172386880.0
SafeGraph_POI,Reed's Country Store,34.003708,-78.542136,169473996.0
SafeGraph_POI,Reed's Country Store,34.003708,-78.542136,169473999.0
SafeGraph_POI,Pembroke Waste Treatment Plant,34.666691,-79.202637,173066250.0
SafeGraph_POI,Pembroke Waste Treatment Plant,34.666691,-79.202637,173102236.0
SafeGraph_POI,Costco Gasoline,35.74727,-78.82838,195460972.0
SafeGraph_POI,Costco Gasoline,35.74727,-78.82838,4805882671.0
SafeGraph_POI,Exxon Mobil,34.763111,-79.469007,173343796.0
SafeGraph_POI,Exxon Mobil,34.763111,-79.469007,173320969.0
SafeGraph_POI,New School Montessori Center,35.654717,-78.788421,195540769.0
SafeGraph_POI,New School Montessori Center,35.654717,-78.788421,195396034.0
SafeGraph_POI,Outpatient Rehabilitation Ctr At Cpe Fr Mmrl Hsptl,34.207377,-77.864648,172460784.0
SafeGraph_POI,Outpatient Rehabilitation Ctr At Cpe Fr Mmrl Hsptl,34.207377,-77.864648,172595285.0
SafeGraph_POI,Allen's Lp Gas Service & Garage,35.365504,-78.437299,3373842872.0
SafeGraph_POI,Allen's Lp Gas Service & Garage,35.365504,-78.437299,149407276.0
SafeGraph_POI,Danny's 66 Service,34.774393,-79.464311,173345981.0
SafeGraph_POI,Danny's 66 Service,34.774393,-79.464311,173332535.0
SafeGraph_POI,ChargePoint Network Charging Station,33.912785,-78.110203,169467300.0
SafeGraph_POI,ChargePoint Network Charging Station,33.912785,-78.110203,169523523.0
SafeGraph_POI,Wave Transit Carolina Beach Rd SB at Southern Ave Legion Stadium,34.201093,-77.939915,172528519.0
SafeGraph_POI,Wave Transit Carolina Beach Rd SB at Southern Ave Legion Stadium,34.201093,-77.939915,172540602.0
SafeGraph_POI,Wave Transit 17th St WB at Halyburton Park Dr,34.175422,-77.902464,172516423.0
SafeGraph_POI,Wave Transit 17th St WB at Halyburton Park Dr,34.175422,-77.902464,172516369.0
SafeGraph_POI,Fayetteville Area System of Transit Glensford Dr Morganton Rd,35.067769,-78.960664,3814776563.0
SafeGraph_POI,Fayetteville Area System of Transit Glensford Dr Morganton Rd,35.067769,-78.960664,170320471.0
SafeGraph_POI,Wave Transit Greenfield St WB at Marigold Dr Village Plaza,34.217563,-77.934688,172609370.0
SafeGraph_POI,Wave Transit Greenfield St WB at Marigold Dr Village Plaza,34.217563,-77.934688,172532444.0
SafeGraph_POI,Pringle William DDS,34.323798,-78.700648,170198487.0
SafeGraph_POI,Pringle William DDS,34.323798,-78.700648,170208104.0
SafeGraph_POI,Dudley Food Mart,35.296979,-78.012569,195779572.0
SafeGraph_POI,Dudley Food Mart,35.296979,-78.012569,195779563.0
SafeGraph_POI,Sandhills Alternative Healthcare,35.176618,-79.388816,172299596.0
SafeGraph_POI,Sandhills Alternative Healthcare,35.176618,-79.388816,172299598.0
SafeGraph_POI,Advance Auto Parts,35.154679,-79.414561,172255777.0
SafeGraph_POI,Advance Auto Parts,35.154679,-79.414561,172275079.0
SafeGraph_POI,Murchison Medical Care of Cpe Fear Vly Helth Systm,35.087738,-78.908806,170229810.0
SafeGraph_POI,Murchison Medical Care of Cpe Fear Vly Helth Systm,35.087738,-78.908806,170232789.0
SafeGraph_POI,The Goddard School,35.653436,-78.821385,3518348893.0
SafeGraph_POI,The Goddard School,35.653436,-78.821385,3518348905.0
SafeGraph_POI,Wilmington Sleep Disorder Center,34.20343,-77.92867,172491896.0
SafeGraph_POI,Wilmington Sleep Disorder Center,34.20343,-77.92867,172491893.0
SafeGraph_POI,Coastal Optical of Wilmington,34.201771,-77.930129,172491891.0
SafeGraph_POI,Coastal Optical of Wilmington,34.201771,-77.930129,172491879.0
SafeGraph_POI,Townsend Gordon L Jr DDS,35.308784,-78.608145,171277485.0
SafeGraph_POI,Townsend Gordon L Jr DDS,35.308784,-78.608145,171277488.0
SafeGraph_POI,araceli's Mexican Store,35.304429,-78.60668,171318750.0
SafeGraph_POI,araceli's Mexican Store,35.304429,-78.60668,171277966.0
SafeGraph_POI,American Red Cross,35.173543,-79.391409,172407033.0
SafeGraph_POI,American Red Cross,35.173543,-79.391409,172300271.0
SafeGraph_POI,Publix Super Markets,34.180678,-77.893365,172583898.0
SafeGraph_POI,Publix Super Markets,34.180678,-77.893365,172500199.0
SafeGraph_POI,CVS Pharmacy,35.668095,-78.798694,6403354987.0
SafeGraph_POI,CVS Pharmacy,35.668095,-78.798694,6403353983.0
SafeGraph_POI,Kroger Pharmacy,35.70202,-78.792484,1278320943.0
SafeGraph_POI,Kroger Pharmacy,35.70202,-78.792484,1278320555.0
SafeGraph_POI,Murphy USA,35.245798,-79.024004,2634115492.0
SafeGraph_POI,Murphy USA,35.245798,-79.024004,2634115482.0
SafeGraph_POI,Liberty Christian Academy,34.97838,-78.987562,170271428.0
SafeGraph_POI,Liberty Christian Academy,34.97838,-78.987562,9278162691.0
SafeGraph_POI,Salter James D OD,34.209609,-77.887556,172570897.0
SafeGraph_POI,Salter James D OD,34.209609,-77.887556,8839940753.0
SafeGraph_POI,PIVOT Physical Therapy,35.033559,-79.022066,170332827.0
SafeGraph_POI,PIVOT Physical Therapy,35.033559,-79.022066,5271051625.0
SafeGraph_POI,Sunny Point Fire Department Dod,33.916549,-78.161127,169493043.0
SafeGraph_POI,Sunny Point Fire Department Dod,33.916549,-78.161127,169510156.0
SafeGraph_POI,Low Tide Seafood & Kountry Shack,34.339979,-78.827376,170181358.0
SafeGraph_POI,Low Tide Seafood & Kountry Shack,34.339979,-78.827376,170153046.0
SafeGraph_POI,Barbary Fish,33.91755,-78.269006,5366751023.0
SafeGraph_POI,Barbary Fish,33.91755,-78.269006,169507333.0
SafeGraph_POI,ChargePoint Network Charging Station,34.545648,-77.954025,172775068.0
SafeGraph_POI,ChargePoint Network Charging Station,34.545648,-77.954025,172773657.0
SafeGraph_POI,Center For Behavioral Healthcare PA,35.47975,-79.178933,171927116.0
SafeGraph_POI,Center For Behavioral Healthcare PA,35.47975,-79.178933,171926060.0
SafeGraph_POI,Carolina Beach Family Medicine & Immediate Care,34.050311,-77.898562,172512181.0
SafeGraph_POI,Carolina Beach Family Medicine & Immediate Care,34.050311,-77.898562,172512183.0
SafeGraph_POI,Holland Gene A DDS,35.075718,-78.926223,170321543.0
SafeGraph_POI,Holland Gene A DDS,35.075718,-78.926223,170336416.0
SafeGraph_POI,Modern Optical Co,35.453916,-79.149977,171913773.0
SafeGraph_POI,Modern Optical Co,35.453916,-79.149977,171913768.0
SafeGraph_POI,Orthopedic Specialists P A,34.00741,-78.292025,1293294566.0
SafeGraph_POI,Orthopedic Specialists P A,34.00741,-78.292025,1293294616.0
SafeGraph_POI,Living Anew Wellness Center,35.028688,-78.929404,170314892.0
SafeGraph_POI,Living Anew Wellness Center,35.028688,-78.929404,6413457294.0
SafeGraph_POI,Teddy And Friends Child Development Center,34.65306,-78.716515,169414959.0
SafeGraph_POI,Teddy And Friends Child Development Center,34.65306,-78.716515,169414942.0
SafeGraph_POI,United States Postal Service (USPS),35.160629,-78.727985,170376725.0
SafeGraph_POI,United States Postal Service (USPS),35.160629,-78.727985,11789646937.0
SafeGraph_POI,Blueberry One,35.312497,-78.15292,195793794.0
SafeGraph_POI,Blueberry One,35.312497,-78.15292,195780632.0
SafeGraph_POI,Berries & More,34.999955,-78.321551,173226903.0
SafeGraph_POI,Berries & More,34.999955,-78.321551,173247609.0
